,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Banda ancha fija,Dial up,Total_y,Accesos por cada 100 hab,Mbps (Media de bajada)
220,2020,3,Chubut,45761.0,39386.0,2897.0,23216.0,18767.0,129202,825.0,130027,20.94871530485329,7.402074441844787
221,2020,3,Córdoba,276360.0,430771.0,102217.0,48368.0,9756.0,867417,55.0,867472,23.029708353509868,33.51119497419789
222,2020,3,Corrientes,50858.0,58681.0,2960.0,5513.0,5379.0,123388,3.0,123391,10.993613616681577,23.851523971242955
223,2020,3,Entre Ríos,87892.0,106950.0,13954.0,20379.0,12320.0,241482,13.0,241495,17.398110879051448,22.432598646206184
224,2020,3,Formosa,21790.0,10003.0,2000.0,15023.0,393.0,49209,0.0,49209,8.120337229392224,18.2828320694304
225,2020,3,Jujuy,32611.0,57682.0,11112.0,952.0,4371.0,106728,0.0,106728,13.820037033679933,21.910419686869957
226,2020,3,La Pampa,9015.0,56845.0,14677.0,11893.0,1305.0,93619,116.0,93735,26.115702018823036,10.697630905402091
227,2020,3,La Rioja,17346.0,34984.0,1.0,250.0,35.0,52613,3.0,52616,13.341312020771634,12.194703767058195
228,2020,3,Mendoza,91908.0,64672.0,32817.0,17523.0,868.0,207173,615.0,207788,10.422355488053226,10.18749103459563
229,2020,3,Misiones,50195.0,77989.0,2572.0,3445.0,8985.0,143186,0.0,143186,11.331798537010409,24.14176187252152
230,2020,3,Neuquén,30222.0,70446.0,11043.0,16787.0,737.0,128862,373.0,129235,19.42045929269766,31.46090402703376
231,2020,3,Río Negro,49530.0,40001.0,10381.0,13187.0,18368.0,130966,501.0,131467,17.54802558517,21.07777870325876
232,2020,3,Salta,58216.0,84128.0,25445.0,5764.0,7293.0,180844,2.0,180846,12.670239307125406,25.261155924027737
233,2020,3,San Juan,40092.0,9223.0,5509.0,14023.0,8480.0,77071,256.0,77327,9.88083251128296,6.027864793582682
234,2020,3,San Luis,8401.0,10077.0,6.0,61828.0,36253.0,116417,148.0,116565,22.8839263803681,20.84992813378867
235,2020,3,Santa Cruz,12845.0,16098.0,1027.0,6938.0,2373.0,39084,197.0,39281,10.697207032526524,6.649363712026633
236,2020,3,Santa Fe,295051.0,405807.0,45721.0,37112.0,19307.0,802861,137.0,802998,22.677710522681583,25.690941341268072
237,2020,3,Santiago Del Estero,26419.0,70720.0,555.0,4185.0,3613.0,105491,1.0,105492,10.76484130094044,10.87901727065974
238,2020,3,Tierra Del Fuego,12854.0,26491.0,0.0,0.0,310.0,39366,289.0,39655,22.7715153638102,8.506676055475614
239,2020,3,Tucumán,149605.0,11752.0,59949.0,1808.0,762.0,223854,22.0,223876,13.184990703555616,34.835801698615526
240,2020,2,Buenos Aires,661272.0,2244277.0,723072.0,91736.0,57189.0,3772480,5066.0,3777546,21.55285840483632,45.66197363212277
241,2020,2,Capital Federal,178896.0,1106133.0,39482.0,3937.0,29373.0,1356431,1390.0,1357821,44.15182686820503,60.4844973584038
242,2020,2,Catamarca,26968.0,3641.0,14878.0,261.0,2228.0,47975,1.0,47976,11.556666835285702,34.92595642857143
243,2020,2,Chaco,46816.0,56017.0,17266.0,6452.0,1581.0,128129,3.0,128132,10.646198278920558,27.95228467436429
244,2020,2,Chubut,45761.0,38279.0,1324.0,17678.0,5614.0,107831,825.0,108656,17.577923412048097,7.605487984559083
245,2020,2,Córdoba,282858.0,415007.0,85818.0,44522.0,8263.0,836413,55.0,836468,22.262629768284132,30.987577637139463
246,2020,2,Corrientes,51248.0,55536.0,3144.0,3927.0,5011.0,118863,3.0,118866,10.613139950481656,22.15030606257576
247,2020,2,Entre Ríos,89391.0,99423.0,13954.0,20042.0,11303.0,234100,13.0,234113,16.90464963972206,20.448621178442583
248,2020,2,Formosa,21805.0,9353.0,1882.0,14723.0,169.0,47932,0.0,47932,7.925539742616724,16.870258993114398
249,2020,2,Jujuy,32705.0,38938.0,5057.0,952.0,16664.0,94316,0.0,94316,12.246000275261045,15.864013631862552
250,2020,2,La Pampa,8551.0,54422.0,14232.0,11314.0,1290.0,89693,116.0,89809,25.07384596485546,8.028862255598405
251,2020,2,La Rioja,16885.0,34984.0,1.0,250.0,35.0,52152,3.0,52155,13.267548880443243,11.66911096197726
252,2020,2,Mendoza,91904.0,62941.0,29613.0,15924.0,802.0,200569,615.0,201184,10.116652469373571,9.274562732094155
253,2020,2,Misiones,50792.0,74497.0,2579.0,3319.0,9153.0,140340,0.0,140340,11.136919674351834,22.560122617583183
254,2020,2,Neuquén,30256.0,67990.0,11037.0,15755.0,1134.0,125799,373.0,126172,19.02059866374008,29.100147623878517
255,2020,2,Río Negro,49756.0,39650.0,10382.0,11331.0,18367.0,128985,501.0,129486,17.338453751536527,19.679596047283173
256,2020,2,Salta,59502.0,81740.0,24289.0,5123.0,7108.0,177760,2.0,177762,12.492822821915324,22.55853618795662
257,2020,2,San Juan,40092.0,8275.0,5509.0,7019.0,8882.0,69521,256.0,69777,8.939786450606132,6.308614963196474
258,2020,2,San Luis,8401.0,8357.0,6.0,60935.0,36253.0,113804,148.0,113952,22.440286647722235,21.02062693689071
259,2020,2,Santa Cruz,12845.0,16044.0,1027.0,6585.0,2368.0,38672,197.0,38869,10.650675172081195,6.593202418178028
260,2020,2,Santa Fe,299974.0,381679.0,46698.0,30487.0,19094.0,777795,137.0,777932,22.01189934872471,23.925791608984092
261,2020,2,Santiago Del Estero,25917.0,72074.0,355.0,3038.0,4063.0,105446,1.0,105447,10.787648634906734,10.411619106122004
262,2020,2,Tierra Del Fuego,12854.0,26025.0,0.0,0.0,310.0,38900,289.0,39189,22.642392447335883,8.128329395457266
263,2020,2,Tucumán,150084.0,9833.0,55120.0,1357.0,762.0,217134,22.0,217156,12.826796661758182,32.70453443718797
264,2020,1,Buenos Aires,673237.0,2210349.0,720688.0,85443.0,18334.0,3702985,5066.0,3708051,21.20808101421276,45.18128807375552
265,2020,1,Capital Federal,184494.0,1097635.0,38898.0,3911.0,28556.0,1352104,1390.0,1353494,44.02408243452466,58.70568296242247
266,2020,1,Catamarca,21945.0,3146.0,12056.0,261.0,2227.0,39634,1.0,39635,9.568286447482455,29.132225012939607
267,2020,1,Chaco,46356.0,54144.0,11958.0,6239.0,1580.0,120274,3.0,120277,10.018358007806318,25.942049334121737
268,2020,1,Chubut,45763.0,27287.0,1324.0,16885.0,5479.0,95938,800.0,96738,15.715139739949183,7.117047781865397
269,2020,1,Córdoba,286168.0,406109.0,68512.0,41617.0,8693.0,811044,55.0,811099,21.64232669040361,29.39478783506133
270,2020,1,Corrientes,51126.0,53231.0,2172.0,2437.0,5004.0,113967,3.0,113970,10.198192297264283,20.538999274943325
271,2020,1,Entre Ríos,90368.0,95434.0,13245.0,18737.0,14062.0,231833,13.0,231846,16.779387594256768,19.029765335057498
272,2020,1,Formosa,21068.0,8887.0,1800.0,14510.0,169.0,46434,0.0,46434,7.693633209507935,15.697352607415109
273,2020,1,Jujuy,32066.0,38938.0,3078.0,942.0,16641.0,91665,0.0,91665,11.934505713694248,14.14492205715465
274,2020,1,La Pampa,8553.0,53755.0,13821.0,11295.0,1802.0,89110,116.0,89226,24.96348894596364,7.291757720474826
275,2020,1,La Rioja,13076.0,34984.0,0.0,251.0,29.0,48337,3.0,48340,12.337423688670192,7.962418947150687
276,2020,1,Mendoza,91955.0,50251.0,28059.0,12465.0,722.0,182837,615.0,183452,9.248656325291032,8.440867710216997
277,2020,1,Misiones,51458.0,69452.0,1220.0,460.0,10962.0,133552,0.0,133552,10.627621055982177,22.148213068436263
278,2020,1,Neuquén,29305.0,65951.0,11031.0,14711.0,729.0,121354,373.0,121727,18.409872883598883,27.76828207897622
279,2020,1,Río Negro,47756.0,38479.0,10381.0,11222.0,18362.0,125699,501.0,126200,16.95263605430754,19.06030056406124
280,2020,1,Salta,60426.0,75593.0,23025.0,4125.0,7212.0,170379,2.0,170381,12.011697200976553,21.425047243902736
281,2020,1,San Juan,40092.0,6448.0,5508.0,7082.0,5101.0,63975,256.0,64231,8.251277881190129,6.036984591484099
282,2020,1,San Luis,8301.0,7612.0,5.0,58301.0,36333.0,110404,148.0,110552,21.838769386372302,20.989379744282655
283,2020,1,Santa Cruz,12845.0,15766.0,1026.0,6817.0,2368.0,38625,197.0,38822,10.704172537298618,6.417170627364028
284,2020,1,Santa Fe,302366.0,383673.0,35123.0,30488.0,19468.0,770981,137.0,771118,21.86132458787361,22.42405677003625
285,2020,1,Santiago Del Estero,24695.0,70424.0,200.0,2779.0,4657.0,102754,1.0,102755,10.539212166838636,10.00053908049476
286,2020,1,Tierra Del Fuego,12854.0,25632.0,0.0,0.0,308.0,38505,289.0,38794,22.552553250860385,7.410865837696335
287,2020,1,Tucumán,143184.0,10494.0,44687.0,1355.0,347.0,200045,22.0,200067,11.852464901793743,32.24553094303289
288,2019,4,Buenos Aires,720011.0,2191672.0,669194.0,87111.0,18266.0,3681120,5134.0,3686254,21.135089381908887,30.769694141005864
289,2019,4,Capital Federal,196938.0,1093143.0,35534.0,3914.0,28576.0,1356695,1410.0,1358105,44.18705360861236,44.20317867008588
290,2019,4,Catamarca,22999.0,3318.0,9506.0,261.0,2227.0,38310,1.0,38311,9.268865071492511,24.87830767046261
291,2019,4,Chaco,48661.0,53602.0,8831.0,5229.0,1580.0,117900,3.0,117903,9.84506318966921,23.37495080016229
292,2019,4,Chubut,47045.0,26977.0,1324.0,15267.0,5489.0,95292,810.0,96102,15.6771711859264,6.994113523445059
293,2019,4,Córdoba,296872.0,410038.0,53335.0,37750.0,8693.0,806633,55.0,806688,21.57949716642836,26.16228061451293
294,2019,4,Corrientes,52525.0,51845.0,2002.0,2458.0,5004.0,113831,3.0,113834,10.208283637368018,19.255411607971407
295,2019,4,Entre Ríos,92981.0,99206.0,12875.0,18561.0,15407.0,239017,13.0,239030,17.339132629892976,17.007580897657125
296,2019,4,Formosa,21567.0,8684.0,1760.0,14531.0,169.0,46711,0.0,46711,7.755476118924716,14.525629551519328
297,2019,4,Jujuy,32949.0,37604.0,873.0,814.0,16641.0,88881,0.0,88881,11.60391510228381,12.959200042804213
298,2019,4,La Pampa,15457.0,56854.0,4942.0,11341.0,1805.0,90280,119.0,90399,25.344921847620384,6.526152195693043
299,2019,4,La Rioja,13738.0,34984.0,0.0,251.0,29.0,48999,3.0,49002,12.547563567459605,8.000880364029628
300,2019,4,Mendoza,96678.0,49711.0,24989.0,13672.0,730.0,185157,623.0,185780,9.39011273391884,7.785200889987086
301,2019,4,Misiones,53116.0,69676.0,847.0,441.0,11733.0,135813,0.0,135813,10.837581902491848,20.32034743574273
302,2019,4,Neuquén,29826.0,60970.0,10549.0,14246.0,854.0,116069,376.0,116445,17.668184976921886,26.01988431478295
303,2019,4,Río Negro,49747.0,37933.0,9658.0,11437.0,18365.0,126636,504.0,127140,17.13387032217983,17.17699897385603
304,2019,4,Salta,63272.0,76062.0,21865.0,3040.0,8206.0,172443,2.0,172445,12.195492805546795,19.08357302283381
305,2019,4,San Juan,41360.0,6338.0,4931.0,7241.0,5104.0,64715,259.0,64974,8.36915261267133,6.040171698468491
306,2019,4,San Luis,8569.0,8027.0,6.0,55266.0,36333.0,108053,148.0,108201,21.441352893267837,20.690353422143115
307,2019,4,Santa Cruz,13264.0,15899.0,1036.0,6800.0,2371.0,39170,200.0,39370,10.923427797723754,5.207925064069708
308,2019,4,Santa Fe,312072.0,382254.0,27464.0,26978.0,20401.0,769019,150.0,769169,21.84835065573258,20.54719701980728
309,2019,4,Santiago Del Estero,24682.0,71239.0,200.0,2810.0,4657.0,103587,1.0,103588,10.651974288337923,9.792201844355846
310,2019,4,Tierra Del Fuego,13261.0,26821.0,0.0,0.0,310.0,40101,291.0,40392,23.62754675261621,7.27
311,2019,4,Tucumán,146985.0,11012.0,39574.0,725.0,348.0,198621,23.0,198644,11.803181280712074,29.87038932431276
312,2019,3,Buenos Aires,1277249.0,2144956.0,425386.0,85572.0,27070.0,3950114,10119.0,3960233,22.761733615562225,25.679380143834067
313,2019,3,Capital Federal,300288.0,1080973.0,24900.0,3895.0,31155.0,1437734,3477.0,1441211,46.904770893488056,38.71410056071139
314,2019,3,Catamarca,24349.0,5543.0,13.0,244.0,2251.0,32391,9.0,32400,7.855954765218487,9.293407429459826
315,2019,3,Chaco,50416.0,49156.0,8063.0,5224.0,1592.0,114438,13.0,114451,9.580664387529255,19.994668122685404
316,2019,3,Chubut,37298.0,27090.0,1917.0,15149.0,7551.0,87481,1524.0,89005,14.580466548718958,6.966323588474291
317,2019,3,Córdoba,307780.0,399231.0,30064.0,37277.0,8701.0,782946,107.0,783053,21.000781776953534,23.19340236493985
318,2019,3,Corrientes,53344.0,50230.0,1888.0,2458.0,4839.0,112749,10.0,112759,10.134028114178689,16.69992255090861
319,2019,3,Entre Ríos,94947.0,96305.0,12888.0,18530.0,15432.0,238057,45.0,238102,17.311661825597923,14.69513286650061
320,2019,3,Formosa,21777.0,8359.0,1476.0,14292.0,162.0,46066,0.0,46066,7.664177713890219,13.22353748406198
321,2019,3,Jujuy,33110.0,35742.0,274.0,812.0,16638.0,86575,1.0,86576,11.334206981241008,11.968240929924349
322,2019,3,La Pampa,19469.0,52941.0,4994.0,11462.0,1962.0,90559,269.0,90828,25.519002705641388,5.719666464891041
323,2019,3,La Rioja,14390.0,34984.0,11.0,251.0,41.0,49659,18.0,49677,12.76243179085612,8.002375296912113
324,2019,3,Mendoza,148640.0,54312.0,6865.0,12975.0,1545.0,223015,1322.0,224337,11.368189016279215,6.10822854552147
325,2019,3,Misiones,54493.0,65872.0,829.0,419.0,12270.0,133883,0.0,133883,10.713348334458953,17.931522461372833
326,2019,3,Neuquén,43347.0,60484.0,5560.0,13512.0,2518.0,123435,1986.0,125421,19.092075679641724,23.74841515996666
327,2019,3,Río Negro,67478.0,37425.0,9739.0,10806.0,18847.0,143391,904.0,144295,19.508498591229387,15.983718503999242
328,2019,3,Salta,65799.0,74329.0,733.0,1580.0,9394.0,151834,1.0,151835,10.771854623416075,14.746465244455525
329,2019,3,San Juan,51670.0,7425.0,1227.0,7241.0,5535.0,72535,563.0,73098,9.440941485226007,6.038229508650902
330,2019,3,San Luis,13037.0,10561.0,350.0,62286.0,36466.0,122409,291.0,122700,24.390971166174676,19.743826982349614
331,2019,3,Santa Cruz,10663.0,17056.0,969.0,6544.0,2738.0,37642,328.0,37970,10.601555192584216,5.017746940956451
332,2019,3,Santa Fe,319396.0,377171.0,18690.0,24269.0,21408.0,760706,228.0,760934,21.656424746361637,18.165529686687883
333,2019,3,Santiago Del Estero,24556.0,71198.0,219.0,2759.0,34400.0,133130,2.0,133132,13.725288048364083,9.38941313142636
334,2019,3,Tierra Del Fuego,19790.0,26659.0,651.0,0.0,1487.0,48043,544.0,48587,28.59892519321212,6.690701380143412
335,2019,3,Tucumán,150918.0,12089.0,116.0,684.0,324.0,164099,32.0,164131,9.781574184382116,19.323994794580525
336,2019,2,Buenos Aires,1284658.0,2079900.0,382971.0,75240.0,32929.0,3845594,10104.0,3855698,22.215789484298067,22.480046018557395
337,2019,2,Capital Federal,309937.0,1061358.0,36082.0,3962.0,4281.0,1412177,3443.0,1415620,46.08592579281094,30.346259857091997
338,2019,2,Catamarca,25682.0,5543.0,13.0,146.0,2251.0,33626,9.0,33635,8.173397032450584,8.81
339,2019,2,Chaco,50765.0,47448.0,4203.0,4727.0,1591.0,108721,13.0,108734,9.125011329267103,16.01024333099657
340,2019,2,Chubut,37313.0,26338.0,1917.0,14443.0,7545.0,86038,1518.0,87556,14.403808727896068,6.054406893543786
341,2019,2,Córdoba,314768.0,388254.0,23023.0,33847.0,15236.0,775023,105.0,775128,20.84163724223824,18.43151783191278
342,2019,2,Corrientes,53835.0,47431.0,1701.0,2444.0,6138.0,111539,10.0,111549,10.047459019420458,13.833035083816176
343,2019,2,Entre Ríos,97081.0,91081.0,12764.0,17369.0,17529.0,235780,44.0,235824,17.185820444672466,12.193357817950574
344,2019,2,Formosa,21916.0,8686.0,1382.0,14292.0,162.0,46438,0.0,46438,7.742195783956093,10.836611219480826
345,2019,2,Jujuy,33022.0,30742.0,274.0,812.0,21857.0,86706,1.0,86707,11.382934590825071,12.073382280507326
346,2019,2,La Pampa,19471.0,52101.0,4840.0,10789.0,3004.0,89937,268.0,90205,25.39783989548608,5.492288321417966
347,2019,2,La Rioja,15014.0,34984.0,11.0,251.0,41.0,50283,18.0,50301,12.965645588675004,7.894163486005089
348,2019,2,Mendoza,148673.0,54027.0,6865.0,12748.0,1544.0,222535,1322.0,223857,11.373356541672887,6.02629690452623
349,2019,2,Misiones,55373.0,64272.0,543.0,421.0,12269.0,132878,0.0,132878,10.662825595018376,14.50130254739236
350,2019,2,Neuquén,43420.0,59021.0,4983.0,12792.0,2737.0,120954,1999.0,122953,18.77790080562025,17.242865250195976
351,2019,2,Río Negro,67841.0,36527.0,4037.0,10485.0,19657.0,137632,915.0,138547,18.792276756346176,11.628050204319909
352,2019,2,Salta,68827.0,62343.0,725.0,1210.0,9463.0,142567,1.0,142568,10.146610869132008,12.548748750601565
353,2019,2,San Juan,51680.0,7425.0,1174.0,2870.0,6876.0,69461,564.0,70025,9.068540162527924,6.118522013069041
354,2019,2,San Luis,11130.0,10298.0,347.0,57242.0,38368.0,117094,291.0,117385,23.40822663016059,19.875972848399364
355,2019,2,Santa Cruz,10665.0,10257.0,379.0,6514.0,2735.0,30225,325.0,30550,8.584064828655885,6.008047317560813
356,2019,2,Santa Fe,325420.0,355140.0,18236.0,21980.0,22708.0,743258,226.0,743484,21.201130485144205,15.074549058890282
357,2019,2,Santiago Del Estero,24393.0,64783.0,219.0,2759.0,34600.0,126752,2.0,126754,13.101581339388986,7.103112882966522
358,2019,2,Tierra Del Fuego,19790.0,25527.0,651.0,0.0,1486.0,46910,544.0,47454,28.10756382159569,6.34
359,2019,2,Tucumán,153121.0,12089.0,116.0,684.0,321.0,166299,32.0,166331,9.942460440805863,18.52931788592033
360,2019,1,Buenos Aires,1304507.0,2020730.0,336362.0,64867.0,20201.0,3736563,10104.0,3746667,21.64173785141924,19.643958224230506
361,2019,1,Capital Federal,328246.0,1030814.0,32281.0,3978.0,4281.0,1396157,3443.0,1399600,45.57918389943661,24.715063293849774
362,2019,1,Catamarca,26912.0,4443.0,16.0,0.0,2251.0,33613,9.0,33622,8.188504627374574,7.964005155271879
363,2019,1,Chaco,53409.0,43555.0,1951.0,3628.0,1134.0,103664,13.0,103677,8.722835003407456,13.444236269077935
364,2019,1,Chubut,37302.0,23065.0,1923.0,14443.0,3045.0,78260,1518.0,79778,13.180368061670734,5.891730569196159
365,2019,1,Córdoba,323272.0,363959.0,19902.0,24615.0,12367.0,744010,105.0,744115,20.05952769269671,15.73486422864591
366,2019,1,Corrientes,55842.0,43444.0,1615.0,1528.0,58.0,102477,10.0,102487,9.25199213887151,12.049695550812029
367,2019,1,Entre Ríos,100999.0,90253.0,12723.0,16231.0,12241.0,232403,44.0,232447,16.979402393290254,10.659197328953976
368,2019,1,Formosa,22570.0,7878.0,940.0,13761.0,62.0,45211,0.0,45211,7.55368578631946,9.825089957835711
369,2019,1,Jujuy,33248.0,12484.0,153.0,640.0,43622.0,90146,1.0,90147,11.867849761055307,8.560464217465055
370,2019,1,La Pampa,18832.0,57373.0,2891.0,9023.0,1041.0,88892,268.0,89160,25.157516640472675,5.057861842867403
371,2019,1,La Rioja,16367.0,34984.0,12.0,252.0,41.0,51638,18.0,51656,13.359402478637785,7.092792286992043
372,2019,1,Mendoza,148524.0,40205.0,5662.0,10363.0,1544.0,204976,1322.0,206298,10.508862067173826,5.742764175317399
373,2019,1,Misiones,54898.0,59214.0,465.0,426.0,7717.0,122720,0.0,122720,9.87579609120626,12.512773459683505
374,2019,1,Neuquén,40747.0,55634.0,3114.0,12510.0,2372.0,112321,2056.0,114377,17.526490396034294,15.88465326391522
375,2019,1,Río Negro,68377.0,34124.0,3994.0,9736.0,4857.0,120173,915.0,121088,16.478122478195964,10.488420648136287
376,2019,1,Salta,74426.0,57933.0,647.0,1135.0,1879.0,136019,1.0,136020,9.711781014403453,10.37710001396946
377,2019,1,San Juan,51660.0,5838.0,808.0,2932.0,1207.0,61881,564.0,62445,8.108982017265918,5.839263189429536
378,2019,1,San Luis,11108.0,7784.0,378.0,53097.0,23968.0,96044,291.0,96335,19.27177940129152,8.708555188754593
379,2019,1,Santa Cruz,10659.0,4615.0,382.0,6514.0,2735.0,24580,325.0,24905,7.042691634453057,5.779992970397563
380,2019,1,Santa Fe,340038.0,340344.0,15621.0,23215.0,17860.0,736851,227.0,737078,21.059894917387947,12.986963477266004
381,2019,1,Santiago Del Estero,25337.0,61547.0,23.0,2847.0,99.0,89851,2.0,89853,9.3116162809496,6.415070737969083
382,2019,1,Tierra Del Fuego,19789.0,23549.0,1623.0,0.0,1486.0,45903,544.0,46447,27.684925791261847,6.341101450612301
383,2019,1,Tucumán,159215.0,11670.0,118.0,678.0,321.0,171970,32.0,172002,10.31263096739148,16.573299964579572
384,2018,4,Buenos Aires,1305576.0,1949637.0,296102.0,65477.0,19814.0,3626502,10104.0,3636606,21.058833823398523,16.934363010150058
385,2018,4,Capital Federal,328253.0,1019490.0,33042.0,3978.0,4257.0,1385577,3443.0,1389020,45.24931394036689,22.93530199223472
386,2018,4,Catamarca,26912.0,4443.0,16.0,0.0,2212.0,33574,9.0,33583,8.197333541624968,8.043920202659912
387,2018,4,Chaco,53409.0,43555.0,1940.0,3236.0,1130.0,103257,13.0,103270,8.7108351925502,13.492083570210347
388,2018,4,Chubut,37215.0,23065.0,952.0,14443.0,3047.0,77204,1518.0,78722,13.061729706052178,6.085223903684034
389,2018,4,Córdoba,328854.0,355716.0,17675.0,21851.0,13243.0,737234,105.0,737339,19.92843117514227,15.813667433629776
390,2018,4,Corrientes,55842.0,42418.0,796.0,1515.0,30.0,100591,10.0,100601,9.102210657080787,12.138923393387724
391,2018,4,Entre Ríos,101168.0,86198.0,4853.0,15472.0,14356.0,222003,44.0,222047,16.257794035384702,11.023282490376957
392,2018,4,Formosa,22619.0,7880.0,887.0,13761.0,57.0,45204,0.0,45204,7.568639138457005,9.816893711913805
393,2018,4,Jujuy,33248.0,12484.0,153.0,640.0,43608.0,90132,1.0,90133,11.89948419241854,8.562737601752614
394,2018,4,La Pampa,18832.0,55337.0,2685.0,7772.0,1010.0,85368,268.0,85636,24.215175627605007,4.319094957943483
395,2018,4,La Rioja,16367.0,34984.0,12.0,252.0,36.0,51633,18.0,51651,13.402859048246764,7.093382125154895
396,2018,4,Mendoza,148524.0,40205.0,5665.0,10363.0,1547.0,204982,1322.0,206304,10.536933969997644,5.746675102434321
397,2018,4,Misiones,55500.0,53673.0,465.0,426.0,6209.0,116273,0.0,116273,9.38376401334208,12.495112674155788
398,2018,4,Neuquén,40747.0,55634.0,3115.0,12425.0,2444.0,112309,2056.0,114365,17.58336203291432,15.89123364607043
399,2018,4,Río Negro,68377.0,34292.0,1299.0,8037.0,4832.0,115922,915.0,116837,15.952033444971306,10.487005565275494
400,2018,4,Salta,74295.0,57539.0,638.0,253.0,1853.0,134577,1.0,134578,9.63988499012216,10.45728408913591
401,2018,4,San Juan,51660.0,5838.0,806.0,2883.0,1211.0,61834,564.0,62398,8.125067548299477,5.715266539357845
402,2018,4,San Luis,11108.0,7784.0,378.0,53097.0,23964.0,96040,291.0,96331,19.332549309229275,8.818992791900516
403,2018,4,Santa Cruz,10659.0,4615.0,382.0,6378.0,2734.0,24443,325.0,24768,7.049080016507051,5.119507364772868
404,2018,4,Santa Fe,335519.0,322782.0,14387.0,18705.0,28997.0,720161,229.0,720390,20.62373640643868,13.179234899969485
405,2018,4,Santiago Del Estero,25339.0,61243.0,23.0,2649.0,81.0,89333,2.0,89335,9.2821177795649,6.309255243851745
406,2018,4,Tierra Del Fuego,19789.0,23349.0,1623.0,0.0,1499.0,45716,544.0,46260,27.748785315817887,7.436562008214025
407,2018,4,Tucumán,159215.0,11670.0,119.0,686.0,314.0,171972,32.0,172004,10.344120436439566,16.58323444553027
408,2018,3,Buenos Aires,1435856.0,1929273.0,156382.0,62318.0,26448.0,3599714,10563.0,3610277,20.95908740104848,16.77973513236217
409,2018,3,Capital Federal,334353.0,1009252.0,35694.0,3872.0,9319.0,1385804,6686.0,1392490,45.37709204560748,21.643368364061413
410,2018,3,Catamarca,27553.0,4443.0,15.0,1.0,2214.0,34215,11.0,34226,8.373046550087581,7.806521941530631
411,2018,3,Chaco,53927.0,42359.0,1990.0,2628.0,1129.0,102021,12.0,102033,8.628583509513742,12.89496189060927
412,2018,3,Chubut,58887.0,23065.0,1239.0,13817.0,6728.0,101310,2426.0,103736,17.28630822939319,6.076722322942862
413,2018,3,Córdoba,337620.0,342401.0,15785.0,19213.0,10839.0,725764,94.0,725858,19.66915749676994,14.8182495375679
414,2018,3,Corrientes,56444.0,41300.0,212.0,1468.0,32.0,99445,11.0,99456,9.018948170247882,11.493228365457124
415,2018,3,Entre Ríos,103318.0,83714.0,2403.0,15093.0,80.0,204560,48.0,204608,15.016208210741231,10.524753506287304
416,2018,3,Formosa,22777.0,7589.0,817.0,13625.0,57.0,44865,0.0,44865,7.5279498103121085,9.318495441068285
417,2018,3,Jujuy,33363.0,10856.0,32.0,641.0,43.0,44934,1.0,44935,5.949165647225797,7.669872151814152
418,2018,3,La Pampa,12415.0,54574.0,8437.0,7011.0,987.0,83180,244.0,83424,23.64056278957734,4.283048376167659
419,2018,3,La Rioja,16587.0,34984.0,13.0,253.0,35.0,51855,17.0,51872,13.505484520192356,6.156013225626096
420,2018,3,Mendoza,151033.0,40205.0,5744.0,8195.0,1852.0,205545,1484.0,207029,10.60196923196676,5.786015677158131
421,2018,3,Misiones,56290.0,50793.0,512.0,391.0,56.0,108042,0.0,108042,8.74450949017475,12.487485758721087
422,2018,3,Neuquén,46602.0,54129.0,998.0,12277.0,2712.0,114713,2005.0,116718,18.005451709791327,14.674244286624784
423,2018,3,Río Negro,68590.0,33474.0,1252.0,5051.0,5125.0,112433,1059.0,113492,15.546572458298687,10.06446008106754
424,2018,3,Salta,76600.0,53980.0,678.0,234.0,1391.0,132882,1.0,132883,9.549341341721156,9.265848177562406
425,2018,3,San Juan,54025.0,5838.0,826.0,2744.0,1048.0,63823,658.0,64481,8.419357955569252,5.738204725877363
426,2018,3,San Luis,11096.0,7784.0,368.0,52859.0,2314.0,74121,300.0,74421,14.9833598756571,8.814987579354126
427,2018,3,Santa Cruz,18606.0,4574.0,585.0,6238.0,3996.0,33565,434.0,33999,9.738987459252597,5.369715716600383
428,2018,3,Santa Fe,339126.0,312866.0,11749.0,16337.0,15022.0,694883,217.0,695100,19.939106982732063,12.357326043488577
429,2018,3,Santiago Del Estero,25805.0,58789.0,23.0,1662.0,81.0,86358,2.0,86360,8.996517443513934,5.779842512369051
430,2018,3,Tierra Del Fuego,19365.0,22649.0,1502.0,1.0,2047.0,45056,508.0,45564,27.506021696216745,5.98788374717833
431,2018,3,Tucumán,161209.0,9280.0,110.0,252.0,315.0,171135,31.0,171166,10.325137534986972,15.255950362488306
432,2018,2,Buenos Aires,1450203.0,1807868.0,143626.0,71256.0,27746.0,3490134,10565.0,3500699,20.374582324435124,14.679375512175804
433,2018,2,Capital Federal,342431.0,977916.0,35610.0,3908.0,9321.0,1362498,6688.0,1369186,44.63257774678805,18.93813458927817
434,2018,2,Catamarca,27444.0,4415.0,15.0,1.0,2214.0,34078,11.0,34089,8.35838388395506,7.693096507452943
435,2018,2,Chaco,54134.0,40750.0,562.0,1946.0,1129.0,98509,12.0,98521,8.353123614291734,12.499460181995785
436,2018,2,Chubut,58935.0,19591.0,1239.0,14070.0,6729.0,98137,2427.0,100564,16.830485129144066,5.329857730598913
