,Provincia,Partido,Localidad,ADSL_x,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Población,ADSL_y,Cablemódem,Dial Up,Fibra óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
1287,Corrientes,San Roque,San Roque,0,0,0,0,0,2,0,0,2,7323,--,--,--,--,SI,--,SI,SI,SI,18161050.0,-28.5732308799035,-58.7100567505645
1288,Corrientes,Santo Tomé,Gobernador Igr. Valentín Virasoro,1100,0,0,3,1,5,0,0,1109,30666,SI,--,--,SI,SI,--,SI,SI,SI,18168030.0,-28.0455566790186,-56.0190197167242
1289,Corrientes,Santo Tomé,José Rafael Gómez,0,0,0,0,0,0,0,28,28,861,--,--,--,--,--,SI,--,--,SI,18168010.0,-28.2260143622167,-55.7844092003668
1290,Corrientes,Santo Tomé,Santo Tomé,2355,0,0,0,0,2,0,1267,3624,23299,SI,--,--,--,SI,SI,SI,SI,SI,18168040.0,-28.5511588178368,-56.0420862814163
1291,Corrientes,Sauce,Sauce,0,1050,0,0,0,2,0,0,1052,7014,--,SI,--,--,SI,--,SI,SI,SI,18175010.0,-30.0867528651818,-58.7879617250662
1292,Entre rios,Colón,Arroyo Barú,0,0,0,18,0,1,0,76,95,489,--,--,--,SI,SI,SI,SI,--,SI,30008010.0,-31.8673630759862,-58.445702857466
1293,Entre rios,Colón,Colón,1276,1719,0,1717,160,6,0,1405,6283,23150,SI,SI,--,SI,SI,SI,SI,SI,SI,30008020.0,-32.2232180852093,-58.1419674849484
1294,Entre rios,Colón,Colonia Hugues,0,0,0,0,0,0,0,66,66,74,--,--,--,--,--,SI,--,--,--,30008030.0,-32.2963657704418,-58.2329681221353
1295,Entre rios,Colón,Hocker,0,0,0,0,0,1,0,10,11,0,--,--,--,--,--,--,--,--,SI,30008100.0,-32.0874958453901,-58.3417058444451
1296,Entre rios,Colón,Hocker,0,0,0,0,0,1,0,10,11,98,--,--,--,--,SI,SI,--,--,SI,30008100.0,-32.0874958453901,-58.3417058444451
1297,Entre rios,Colón,La Clarita,0,0,0,0,0,0,0,34,34,436,--,--,--,SI,--,SI,SI,--,SI,30008060.0,-31.9771375050248,-58.3917628888627
1298,Entre rios,Colón,Pueblo Liebig's,0,0,0,0,0,0,0,159,159,670,--,--,--,SI,--,SI,SI,SI,SI,30008080.0,-32.1570049045312,-58.1976616890773
1299,Entre rios,Colón,San José,988,0,0,0,700,0,0,380,2068,16336,SI,--,--,--,--,SI,SI,SI,SI,30008090.0,-32.2021613289668,-58.2095931555666
1300,Entre rios,Colón,Ubajay,18,0,0,92,0,0,0,227,337,3234,SI,--,--,SI,--,SI,SI,SI,SI,30008100.0,-31.7925728023428,-58.3158517356
1301,Entre rios,Colón,Hambis,0,0,0,0,0,0,0,6,6,58,--,--,--,--,--,SI,--,--,--,30008040.0,-31.9629513486876,-58.5082059489741
1302,Entre rios,Colón,Pueblo Cazes,0,0,0,0,0,0,0,23,23,205,--,--,--,--,--,SI,--,--,--,30008070.0,-32.0030492517654,-58.4934832589352
1303,Entre rios,Colón,El Brillante,0,0,0,0,0,0,0,51,51,0,--,--,--,--,--,SI,--,--,--,30008100.0,-32.1797669801643,-58.2122328834059
1304,Entre rios,Concordia,Concordia,7823,113,0,4279,1,1,0,654,12871,149450,SI,SI,--,SI,SI,SI,SI,SI,SI,30015060.0,-31.3687044068789,-58.0450288431718
1305,Entre rios,Concordia,Clodomiro Ledesma,0,0,0,0,0,0,0,3,3,124,--,--,--,--,--,SI,--,--,SI,30015020.0,-31.5794028169306,-58.1813678170213
1306,Entre rios,Concordia,Pedernal,0,0,0,0,0,0,0,33,33,516,--,--,--,--,--,SI,--,--,SI,30015130.0,-31.6714729659455,-58.2307912741944
1307,Entre rios,Concordia,La Criolla,0,0,0,0,0,0,0,27,27,1543,--,--,--,SI,--,SI,SI,SI,SI,30015090.0,-31.2693712880357,-58.1060425422369
1308,Entre rios,Concordia,Los Charrúas,0,0,0,0,0,0,0,44,44,3306,--,--,--,--,--,SI,SI,SI,SI,30015100.0,-31.1707840748941,-58.1873842951633
1309,Entre rios,Concordia,Calabacilla,0,0,0,0,0,0,0,13,13,879,--,--,--,--,--,--,--,SI,SI,30015010.0,-31.507626297952,-58.1334346597166
1310,Entre rios,Concordia,Colonia Ayuí,0,0,0,0,0,0,0,12,12,1724,--,--,--,--,--,--,SI,SI,SI,30015030.0,-31.2050901632153,-58.0338899223591
1311,Entre rios,Concordia,Estación Yeruá,0,0,0,0,0,0,0,8,8,316,--,--,--,--,--,--,SI,--,SI,30015080.0,-31.469433434517,-58.2636681024626
1312,Entre rios,Concordia,Estación Yuquerí,0,0,0,0,0,0,0,5,5,190,--,--,--,--,--,--,--,--,--,30015083.0,-31.3963812386954,-58.1611535438718
1313,Entre rios,Concordia,Estancia Grande,0,0,0,0,0,0,0,5,5,578,--,--,--,--,--,--,--,--,SI,30015087.0,-31.4400282680775,-58.1246631255854
1314,Entre rios,Concordia,Nueva Escocia,0,0,0,0,0,0,0,7,7,453,--,--,--,--,--,--,--,--,SI,30015110.0,-31.6473163855612,-58.0158126069679
1315,Entre rios,Concordia,Osvaldo Magnasco,0,0,0,0,0,0,0,13,13,1241,--,--,--,--,--,--,SI,--,SI,30015120.0,-31.3131,-58.06
1316,Entre rios,Concordia,Puerto Yeruá,0,0,0,0,0,0,0,11,11,1274,--,--,--,--,--,--,SI,--,SI,30015140.0,-31.530833509471,-58.0128947749058
1317,Entre rios,Diamante,Aldea Brasilera,0,0,0,0,0,0,0,46,46,895,--,--,--,--,--,SI,SI,SI,SI,30021010.0,-31.8922864518526,-60.591797746941
1318,Entre rios,Diamante,Aldea Protestante,5,0,0,0,153,0,0,55,213,519,SI,--,--,SI,--,SI,SI,--,SI,30021020.0,-32.0308328904873,-60.5643359117847
1319,Entre rios,Diamante,Aldea Spatzenkutter,0,0,0,0,0,0,0,45,45,355,--,--,--,--,--,SI,SI,--,--,30021050.0,-31.9485292712546,-60.5803966416062
1320,Entre rios,Diamante,Aldea Valle María,0,0,0,85,0,0,224,26,335,2149,--,--,--,SI,--,SI,SI,--,SI,30021060.0,-31.9922440087904,-60.5878502274446
1321,Entre rios,Diamante,Colonia Ensayo,0,0,0,0,0,0,0,10,10,255,--,--,--,--,--,SI,SI,--,--,30021070.0,-31.8672572611199,-60.5752901869571
1322,Entre rios,Diamante,Diamante,2207,1130,0,0,0,0,0,390,3727,19142,SI,SI,--,--,--,SI,SI,SI,SI,30021080.0,-32.0671549441222,-60.6377365188118
1323,Entre rios,Diamante,General Alvear,0,0,0,0,0,0,0,17,17,438,--,--,--,--,--,SI,SI,--,SI,30021100.0,-31.9494541080354,-60.6779497259324
1324,Entre rios,Diamante,General Ramírez,572,2258,0,0,1,0,0,92,2923,8868,SI,SI,--,--,--,SI,SI,SI,SI,30021120.0,-32.1772714430842,-60.1985605811767
1325,Entre rios,Diamante,Villa Libertador San Martín,838,0,0,0,1,0,0,442,1281,6312,SI,--,--,--,--,SI,SI,SI,SI,30021150.0,-32.0697561751369,-60.4624463940416
1326,Entre rios,Diamante,Strobel,0,100,0,0,0,0,0,0,100,0,--,SI,--,--,--,--,--,SI,SI,30021120.0,-32.0585362988015,-60.6108078415946
1327,Entre rios,Diamante,Estación Camps,0,0,0,0,0,0,0,31,31,171,--,--,--,--,--,SI,SI,--,--,30021090.0,-32.1133207438253,-60.2299017967384
1328,Entre rios,Diamante,General Racedo,0,0,0,0,0,0,0,15,15,514,--,--,--,--,--,SI,SI,--,SI,30021110.0,-31.9840164487261,-60.4083912285494
1329,Entre rios,Federación,Chajarí,876,5927,0,4809,0,0,0,209,11821,32734,SI,SI,--,SI,--,SI,SI,SI,SI,30028010.0,-30.7540759107669,-57.9841625878637
1330,Entre rios,Federación,Colonia Alemana,0,0,0,0,0,0,0,46,46,137,--,--,--,--,--,SI,--,--,--,30028020.0,-30.896158506292,-58.0221576342783
1331,Entre rios,Federación,Colonia Ensanche Sauce,0,0,0,0,0,0,0,29,29,0,--,--,--,--,--,SI,--,--,SI,30028090.0,-30.8567132993029,-57.8648918069168
1332,Entre rios,Federación,Colonia La Argentina,0,0,0,0,0,0,0,47,47,207,--,--,--,--,--,SI,SI,SI,SI,30028040.0,-31.0739,-58.0258
1333,Entre rios,Federación,Colonia Peña,0,0,0,0,0,0,0,24,24,58,--,--,--,--,--,SI,--,--,--,30028050.0,-30.7974915997552,-58.1756384659062
1334,Entre rios,Federación,Colonia Santa María,0,0,0,0,0,0,0,16,16,0,--,--,--,--,--,SI,--,--,SI,30028040.0,-30.5993375212861,-58.1858011706289
1335,Entre rios,Federación,Federación,1018,0,0,1,0,0,0,41,1060,16658,SI,--,--,SI,--,SI,SI,SI,SI,30028070.0,-30.990072444489,-57.9183475208406
1336,Entre rios,Federación,Los Conquistadores,0,131,0,0,0,0,0,397,528,1177,--,SI,--,--,--,SI,SI,SI,SI,30028080.0,-30.5944074579969,-58.4682627057869
1337,Entre rios,Federación,San Jaime de la Frontera,0,6,0,0,0,0,0,8,14,4143,--,SI,--,--,--,SI,SI,SI,SI,30028090.0,-30.3396273493524,-58.3080915973688
1338,Entre rios,Federación,San Pedro,0,0,0,18,0,0,0,23,41,264,--,--,--,SI,--,SI,--,--,SI,30028100.0,-30.7571887237222,-58.0818713823153
1339,Entre rios,Federación,Santa Ana,0,1,0,218,0,0,0,16,235,905,--,SI,--,SI,--,SI,SI,SI,SI,30028110.0,-30.9004970305733,-57.9310809529514
1340,Entre rios,Federación,Villa del Rosario,0,4,0,269,0,0,0,140,413,2720,--,SI,--,SI,--,SI,SI,SI,--,30028120.0,-30.7968318611671,-57.9115719165535
1341,Entre rios,Federación,San Ramón,0,0,0,0,0,0,0,46,46,34,--,--,--,--,--,--,--,--,--,30028105.0,-30.8091644325467,-58.2191269101013
1342,Entre rios,Federal,Conscripto Bernardi,0,0,0,0,0,0,0,167,167,1339,--,--,--,--,--,SI,SI,--,SI,30035010.0,-31.0477778936084,-59.0867391405808
1343,Entre rios,Federal,El Cimarrón,0,0,0,0,0,0,0,80,80,336,--,--,--,--,--,SI,SI,--,--,30035020.0,-30.9868629826869,-58.9777569104134
1344,Entre rios,Federal,Federal,501,0,0,1,1100,0,0,315,1917,16075,SI,--,--,SI,--,SI,SI,--,SI,30035030.0,-30.9513342178715,-58.7851418943148
1345,Entre rios,Federal,Nueva Vizcaya,0,0,0,0,0,0,0,41,41,379,--,--,--,--,--,SI,--,--,SI,30035040.0,-30.9685149773302,-58.6127479285248
1346,Entre rios,Federal,Sauce de Luna,0,0,0,3,0,1,0,566,570,2845,--,--,--,SI,SI,SI,SI,--,SI,30035050.0,-31.2384740579796,-59.2202829564802
1347,Entre rios,Feliciano,San José de Feliciano,0,0,0,0,0,2,0,703,705,10282,--,--,--,--,SI,SI,SI,SI,SI,30042010.0,-30.3852713114912,-58.7515719602207
1348,Entre rios,Feliciano,San Víctor,1,0,0,0,0,0,0,18,19,325,SI,--,--,--,--,SI,SI,--,SI,30042020.0,-30.4869283596556,-59.0316519541684
1349,Entre rios,Gualeguay,General Galarza,2,0,0,0,0,0,0,606,608,4741,SI,--,--,--,--,SI,SI,SI,SI,30049030.0,-32.7212713061819,-59.3958887031115
1350,Entre rios,Gualeguay,Gualeguay,3721,3883,0,1,753,1,0,1361,9720,40507,SI,SI,--,SI,SI,SI,SI,SI,SI,30049040.0,-33.1485556234267,-59.3150160418816
1351,Entre rios,Gualeguaychú,Aldea San Antonio,0,188,0,0,0,1,0,0,189,1091,--,SI,--,--,SI,--,SI,--,SI,30056010.0,-32.6253281653841,-58.703196864174
1352,Entre rios,Gualeguaychú,Aldea San Juan,0,0,0,0,0,0,0,19,19,179,--,--,--,--,--,SI,--,--,SI,30056020.0,-32.703788501225,-58.7790625010106
1353,Entre rios,Gualeguaychú,Faustino M. Parera,4,0,0,0,0,0,0,0,4,158,SI,--,--,--,--,--,SI,--,SI,30056040.0,-32.8044314283598,-58.8826333992369
1354,Entre rios,Gualeguaychú,Gilbert,0,63,0,0,0,0,0,0,63,996,--,SI,--,--,--,--,SI,SI,SI,30056060.0,-32.5306030521065,-58.9339533000982
1355,Entre rios,Gualeguaychú,Gualeguaychú,5707,11366,1,4640,1,1,0,2109,23825,80614,SI,SI,SI,SI,SI,SI,SI,SI,SI,30056070.0,-33.0100328267382,-58.5164257946352
1356,Entre rios,Gualeguaychú,Larroque,253,0,0,385,0,0,0,487,1125,6180,SI,--,--,SI,--,SI,SI,SI,SI,30056090.0,-33.0354242763647,-59.001853656082
1357,Entre rios,Gualeguaychú,Pueblo General Belgrano,0,1128,0,0,0,0,0,0,1128,2030,--,SI,--,--,--,--,SI,SI,SI,30056100.0,-33.0162888459347,-58.476043760345
1358,Entre rios,Gualeguaychú,Urdinarrain,775,1221,0,0,0,0,0,4,2000,8580,SI,SI,--,--,--,SI,SI,SI,SI,30056110.0,-32.6881311554333,-58.888994553976
1359,Entre rios,Gualeguaychú,Enrique Carbó,0,0,0,0,0,0,0,27,27,750,--,--,--,--,--,SI,SI,--,SI,30056030.0,-33.1478483564668,-59.2089401138297
1360,Entre rios,Islas del Ibicuy,Ceibas,0,0,0,0,0,0,0,48,48,1730,--,--,--,--,--,SI,SI,SI,SI,30063020.0,-33.4994124052794,-58.8003541709834
1361,Entre rios,Islas del Ibicuy,Ibicuy,0,742,0,135,0,0,0,0,877,4520,--,SI,--,SI,--,--,SI,SI,SI,30063030.0,-33.7437863303553,-59.1550366922315
1362,Entre rios,Islas del Ibicuy,Médanos,0,0,0,0,0,0,0,34,34,574,--,--,--,--,--,SI,--,--,SI,30063040.0,-33.4360995740998,-59.0675952112197
1363,Entre rios,Islas del Ibicuy,Villa Paranacito,0,92,0,0,0,0,0,0,92,1940,--,SI,--,--,--,--,SI,SI,SI,30063060.0,-33.7156244223002,-58.6597631447303
1364,Entre rios,La Paz,Bovril,0,1108,0,2,0,0,0,5,1115,8577,--,SI,--,SI,--,SI,SI,SI,SI,30070010.0,-31.3428914409424,-59.4467309737899
1365,Entre rios,La Paz,La Paz,1225,2304,0,2804,0,0,0,972,7305,24307,SI,SI,--,SI,--,SI,SI,SI,SI,30070040.0,-30.741541104376,-59.6433535241897
1366,Entre rios,La Paz,Piedras Blancas,0,65,0,1,0,0,0,4,70,1362,--,SI,--,SI,--,SI,SI,--,SI,30070050.0,-31.1859575955508,-59.9521591252044
1367,Entre rios,La Paz,Pueblo Arrúa (Est. Alcaraz),0,31,0,0,0,1,0,145,177,2410,--,SI,--,--,SI,SI,SI,SI,SI,30070005.0,-31.4565889671917,-59.5991388684545
1368,Entre rios,La Paz,San Gustavo,0,0,0,32,0,0,0,195,227,1325,--,--,--,SI,--,SI,SI,SI,SI,30070070.0,-30.6905067150943,-59.3994540133514
1369,Entre rios,La Paz,Santa Elena,1320,236,0,0,0,0,0,437,1993,17791,SI,SI,--,--,--,SI,SI,SI,SI,30070080.0,-30.9466589584952,-59.7882850384119
1370,Entre rios,La Paz,Colonia Avigdor,0,0,0,0,0,0,0,68,68,474,--,--,--,--,--,SI,SI,--,SI,30070020.0,-31.1853384671792,-59.4079822910182
1371,Entre rios,La Paz,El Solar,0,0,0,0,0,0,0,22,22,194,--,--,--,--,--,SI,SI,SI,SI,30070030.0,-31.1810124666205,-59.7328844569416
1372,Entre rios,Nogoyá,Aranguren,0,312,0,0,0,1,0,93,406,1571,--,SI,--,--,SI,SI,SI,--,SI,30077010.0,-32.2443130059944,-60.1627988186884
1373,Entre rios,Nogoyá,Betbeder,0,0,0,0,0,0,0,20,20,145,--,--,--,--,--,SI,--,--,--,30077020.0,-32.374100868006,-59.9380818002549
1374,Entre rios,Nogoyá,Don Cristóbal,0,0,0,0,0,0,0,71,71,29,--,--,--,--,--,SI,SI,--,--,30077030.0,-32.0752594049271,-59.9943230195983
1375,Entre rios,Nogoyá,Febré,0,0,0,0,0,0,0,4,4,121,--,--,--,--,--,SI,SI,--,--,30077040.0,-32.4774515995652,-59.9217117300676
1376,Entre rios,Nogoyá,Hernández,142,0,0,0,0,1,0,125,268,1510,SI,--,--,--,SI,SI,SI,SI,SI,30077050.0,-32.3380692970598,-60.0301404781048
1377,Entre rios,Nogoyá,Lucas González,499,0,0,0,1,0,0,197,697,4364,SI,--,--,--,--,SI,SI,SI,SI,30077060.0,-32.3859289481651,-59.531300464703
1378,Entre rios,Nogoyá,Nogoyá,2174,0,0,0,697,0,0,716,3587,22824,SI,--,--,--,--,SI,SI,SI,SI,30077070.0,-32.3956416421841,-59.7880764157544
1379,Entre rios,Nogoyá,XX de Setiembre,0,0,0,0,0,0,0,41,41,178,--,--,--,--,--,SI,SI,--,--,30077080.0,-32.3866241398753,-59.6630736582897
1380,Entre rios,Paraná,Cerrito,200,954,0,0,0,1,0,94,1249,5310,SI,SI,--,--,SI,SI,SI,SI,SI,30084050.0,-31.5821711222967,-60.0740223148253
1381,Entre rios,Paraná,Colonia Avellaneda,366,0,0,0,0,0,0,58,424,2970,SI,--,--,--,--,SI,SI,SI,SI,30084060.0,-31.7680690511493,-60.4050220629258
1382,Entre rios,Paraná,Crespo,991,6029,0,301,0,0,0,94,7415,19536,SI,SI,--,SI,--,SI,SI,SI,SI,30084070.0,-32.0346491846505,-60.3107514290928
1383,Entre rios,Paraná,Crucesitas Séptima Sección,0,0,0,0,0,0,0,118,118,82,--,--,--,--,--,SI,--,--,--,30084095.0,-31.38833,-60.0167
1384,Entre rios,Paraná,El Ramblón,0,0,0,0,0,0,0,18,18,0,--,--,--,--,--,--,--,--,SI,30084095.0,-31.8480473768248,-60.0927487719843
1385,Entre rios,Paraná,El Ramblón,0,0,0,0,0,0,0,18,18,0,--,--,--,--,--,SI,--,--,SI,30084095.0,-31.8480473768248,-60.0927487719843
1386,Entre rios,Paraná,Hasenkamp,0,845,0,2,0,1,0,224,1072,4805,--,SI,--,SI,SI,SI,SI,SI,SI,30084100.0,-31.5133052410614,-59.83696962349
1387,Entre rios,Paraná,Hernandarias,0,414,0,0,0,0,0,25,439,5373,--,SI,--,--,--,SI,SI,SI,SI,30084110.0,-31.2324500702019,-59.9872576438234
1388,Entre rios,Paraná,La Picada,7,0,0,1,0,0,0,0,8,564,SI,--,--,SI,--,--,SI,SI,SI,30084120.0,-31.7267100818149,-60.2971793004448
1389,Entre rios,Paraná,Las Tunas,0,0,0,0,0,0,0,54,54,101,--,--,--,--,--,SI,--,--,--,30084130.0,-31.8706095724666,-59.7324361083485
1390,Entre rios,Paraná,María Grande,0,1481,1,419,93,0,0,239,2233,7557,--,SI,SI,SI,--,SI,SI,SI,SI,30084140.0,-31.6660715037636,-59.9044379252459
1391,Entre rios,Paraná,Oro Verde,335,1,0,0,0,0,0,60,396,4116,SI,SI,--,--,--,SI,SI,SI,SI,30084150.0,-31.8257355466309,-60.5182728163031
1392,Entre rios,Paraná,Paraná,6077,81039,14,5706,7,1,0,1204,94048,247139,SI,SI,SI,SI,SI,SI,SI,SI,SI,30084160.0,-31.7415676426411,-60.5284145917589
1393,Entre rios,Paraná,San Benito,137,1074,0,0,0,0,0,184,1395,9105,SI,SI,--,--,--,SI,SI,SI,SI,30084200.0,-31.7815218098022,-60.4419739913356
1394,Entre rios,Paraná,Seguí,1,423,0,0,0,1,0,292,717,3695,SI,SI,--,--,SI,SI,SI,SI,SI,30084230.0,-31.9588750821276,-60.1269829104478
1395,Entre rios,Paraná,Tabossi,0,308,0,54,0,0,0,128,490,1322,--,SI,--,SI,--,SI,SI,SI,SI,30084250.0,-31.8047077554997,-59.9379151601641
1396,Entre rios,Paraná,Viale,925,292,0,136,0,0,0,801,2154,9383,SI,SI,--,SI,--,SI,SI,SI,SI,30084270.0,-31.8714330822777,-60.0099225269048
1397,Entre rios,Paraná,Villa Urquiza,1,0,0,0,0,0,0,0,1,661,SI,--,--,--,--,--,SI,SI,SI,30084300.0,-31.6507506100701,-60.3775855159669
1398,Entre rios,Paraná,Pueblo Brugo,0,0,0,0,0,0,0,45,45,802,--,--,--,--,--,SI,SI,SI,SI,30084180.0,-31.3883015926493,-60.0938334043815
1399,Entre rios,Paraná,Aldea María Luisa,0,0,0,0,0,0,0,8,8,773,--,--,--,--,--,SI,SI,--,SI,30084010.0,-31.8847292300203,-60.4087456869806
1400,Entre rios,Paraná,Aldea San Rafael,0,0,0,0,0,0,0,9,9,144,--,--,--,--,--,SI,SI,--,--,30084020.0,-31.9598299451355,-60.2558755485286
1401,Entre rios,Paraná,El Palenque,0,0,0,0,0,0,0,5,5,155,--,--,--,--,--,SI,SI,--,SI,30084080.0,-31.6625748086746,-60.1751144821058
1402,Entre rios,Paraná,El Pingo,0,0,0,0,0,0,0,50,50,766,--,--,--,--,--,SI,SI,SI,SI,30084090.0,-31.5838497016925,-59.8938069366259
1403,Entre rios,Paraná,Sauce Montrull,0,0,0,0,0,0,0,71,71,746,--,--,--,--,--,SI,--,--,--,30084210.0,-31.7463194997657,-60.3552297078863
1404,Entre rios,San Salvador,General Campos,1,0,0,0,0,1,0,232,234,2994,SI,--,--,--,SI,SI,SI,--,SI,30088010.0,-31.5246078338723,-58.4047735134447
1405,Entre rios,San Salvador,San Salvador,458,0,0,720,1,0,0,2,1181,12733,SI,--,--,SI,--,SI,SI,SI,SI,30088020.0,-31.6255225523021,-58.5040738167896
1406,Entre rios,Tala,Durazno,10,0,0,0,0,0,0,44,54,294,SI,--,--,--,--,SI,SI,--,--,30091020.0,-31.9865854200416,-59.2804623070462
1407,Entre rios,Tala,Gobernador Echagüe,0,0,0,0,22,0,0,0,22,201,--,--,--,--,--,SI,SI,--,--,30091040.0,-32.3933701328502,-59.2758886814116
1408,Entre rios,Tala,Gobernador Mansilla,0,0,0,0,160,0,0,21,181,2046,--,--,--,--,--,SI,SI,SI,SI,30091050.0,-32.5464913620505,-59.3561472624329
1409,Entre rios,Tala,Gobernador Solá,0,0,0,0,25,0,0,0,25,491,--,--,--,--,--,SI,--,--,SI,30091060.0,-32.3372059083888,-59.3710906213647
1410,Entre rios,Tala,Maciá,0,209,0,0,180,0,0,0,389,5870,--,SI,--,--,--,SI,SI,SI,SI,30091090.0,-32.1724413881098,-59.3986787086128
1411,Entre rios,Tala,Rosario del Tala,1218,0,0,213,970,0,0,0,2401,12801,SI,--,--,SI,--,--,SI,SI,SI,30091100.0,-32.3026339163322,-59.1445792095518
1412,Entre rios,Uruguay,1º de Mayo,0,0,0,26,0,0,0,152,178,696,--,--,--,--,--,SI,SI,--,--,30098090.0,-32.2570116072534,-58.422728628517
1413,Entre rios,Uruguay,Basavilbaso,784,0,0,789,0,1,0,774,2348,9485,SI,--,--,SI,SI,SI,SI,--,SI,30098010.0,-32.3725729351065,-58.8785609437917
1414,Entre rios,Uruguay,Caseros,101,0,0,707,6,0,0,61,875,1948,SI,--,--,SI,--,SI,SI,SI,SI,30098020.0,-32.4642772562474,-58.4780718727049
1415,Entre rios,Uruguay,Colonia Elía,0,0,0,0,0,0,0,163,163,741,--,--,--,SI,--,SI,SI,--,SI,30098030.0,-32.6723717845853,-58.325119237234
1416,Entre rios,Uruguay,Concepción del Uruguay,5332,8545,6,6815,0,0,0,2930,23628,72528,SI,SI,SI,SI,--,SI,SI,SI,SI,30098040.0,-32.4853601673728,-58.2320517380782
1417,Entre rios,Uruguay,Herrera,126,0,0,0,0,0,0,72,198,1251,SI,--,--,--,--,SI,SI,--,SI,30098060.0,-32.434613979879,-58.6330137118779
1418,Entre rios,Uruguay,Líbaros,0,0,0,0,0,0,0,37,37,230,--,--,--,--,--,SI,SI,--,--,30098080.0,-32.2629479332194,-58.9066108120783
1419,Entre rios,Uruguay,Pronunciamiento,0,0,0,31,0,0,0,194,225,976,--,--,--,--,--,SI,SI,SI,SI,30098100.0,-32.3456507831337,-58.4438591145895
1420,Entre rios,Uruguay,Rocamora,0,0,0,0,0,0,0,60,60,281,--,--,--,--,--,SI,SI,--,--,30098110.0,-32.3459729612346,-58.9697454142681
1421,Entre rios,Uruguay,Santa Anita,0,0,0,305,0,0,0,63,368,1187,--,--,--,SI,--,SI,SI,--,SI,30098120.0,-32.1762466320214,-58.7864822456477
1422,Entre rios,Uruguay,Villa Mantero,40,0,0,196,0,1,0,38,275,1427,SI,--,--,SI,SI,SI,SI,SI,SI,30098130.0,-32.3987091260597,-58.7440638984338
1423,Entre rios,Uruguay,Villa San Justo,0,0,0,455,0,0,0,82,537,1337,--,--,--,SI,--,SI,SI,SI,SI,30098140.0,-32.446319897702,-58.4359138343848
1424,Entre rios,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),0,0,0,0,0,0,0,57,57,639,--,--,--,--,--,SI,SI,SI,SI,30098150.0,-32.1800624013874,-58.9301272035017
1425,Entre rios,Uruguay,Las Moscas,0,0,0,7,0,0,0,46,53,383,--,--,--,SI,--,SI,SI,--,SI,30098070.0,-32.0926666859344,-58.9575923552082
1426,Entre rios,Uruguay,Estancia San Pedro,0,0,0,0,0,0,0,3,3,0,--,--,--,--,--,SI,--,--,--,30098030.0,-32.2669,-58.6294
1427,Entre rios,Victoria,Molino Doll,0,0,0,0,0,0,0,10,10,139,--,--,--,--,--,SI,SI,--,SI,30105040.0,-32.3100409280054,-60.4202063551195
1428,Entre rios,Victoria,Rincón de Nogoyá,0,0,0,0,0,0,0,19,19,0,--,--,--,--,--,SI,SI,--,SI,30105040.0,-32.7840822565326,-59.9066011827697
1429,Entre rios,Victoria,Victoria,4164,3,0,2,0,0,0,352,4521,30623,SI,SI,--,SI,--,SI,SI,SI,SI,30105060.0,-32.6205968368011,-60.1533126380173
1430,Entre rios,Villaguay,Estación Raíces,34,0,0,0,0,0,0,5,39,138,SI,--,--,--,--,SI,SI,--,SI,30113010.0,-31.908248192653,-59.2606926522048
1431,Entre rios,Villaguay,Ingeniero Miguel Sajaroff,0,0,0,0,0,0,0,44,44,399,--,--,--,--,--,SI,SI,--,--,30113020.0,-31.9569336301554,-58.8491174614017
1432,Entre rios,Villaguay,Jubileo,0,0,0,16,0,0,0,65,81,631,--,--,--,SI,--,SI,SI,--,SI,30113030.0,-31.7336733349136,-58.634038044354
1433,Entre rios,Villaguay,Villa Clara,76,0,0,49,0,1,0,68,194,2726,SI,--,--,SI,SI,SI,SI,SI,SI,30113060.0,-31.8301004555882,-58.8233903183527
1434,Entre rios,Villaguay,Villa Domínguez,0,0,0,30,0,0,0,114,144,1791,--,--,--,SI,--,SI,SI,SI,SI,30113070.0,-31.9870146859479,-58.9634179145279
1435,Entre rios,Villaguay,Villaguay,1375,0,0,3361,1,0,0,1266,6003,32881,SI,--,--,SI,--,SI,SI,SI,SI,30113080.0,-31.8654413738655,-59.0290628351274
1436,Entre rios,Villaguay,Paso de la Laguna,0,0,0,0,0,0,0,39,39,348,--,--,--,SI,--,SI,--,--,--,30113050.0,-31.8057649065599,-59.1651613714524
1437,Formosa,Bermejo,Fortín Soledad,0,0,0,0,1,0,0,7,8,370,--,--,--,--,--,SI,--,--,--,34007003.0,-24.1490607210153,-60.692324164757
1438,Formosa,Bermejo,La Rinconada,0,0,0,0,0,0,0,8,8,745,--,--,--,--,--,SI,--,--,--,34007007.0,-23.4942751905754,-61.5763888694601
1439,Formosa,Bermejo,Laguna Yema,0,0,0,0,0,2,0,76,78,3617,--,--,--,--,SI,SI,SI,SI,SI,34007010.0,-24.2554647197914,-61.2439980075436
1440,Formosa,Bermejo,Lamadrid,0,0,0,0,0,0,0,7,7,63,--,--,--,--,--,SI,--,--,--,34007015.0,-23.9376982637237,-60.7400985635583
1441,Formosa,Bermejo,Los Chiriguanos,0,0,0,0,0,0,0,40,40,1225,--,--,--,--,--,SI,SI,--,SI,34007020.0,-24.0986835294011,-61.4675867695849
