,Provincia,Partido,Localidad,ADSL_x,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Población,ADSL_y,Cablemódem,Dial Up,Fibra óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
0,Buenos aires,25 de Mayo,25 de Mayo,874,4542,0,3,0,852,0,706,6977,23408,SI,SI,--,SI,SI,SI,SI,SI,SI,6854100.0,-35.4339385892588,-60.1731209454056
1,Buenos aires,25 de Mayo,Del Valle,181,0,0,0,10,1,0,0,192,899,SI,--,--,--,SI,--,--,SI,SI,6854020.0,-35.8973453887603,-60.7316089512944
2,Buenos aires,25 de Mayo,Gobernador Ugarte,0,0,0,0,0,0,0,181,181,547,--,--,--,--,--,SI,--,--,--,6854040.0,-35.1643973648093,-60.0813577815069
3,Buenos aires,25 de Mayo,Norberto de la Riestra,0,782,0,6,167,0,0,327,1282,4524,--,SI,--,SI,--,SI,SI,SI,SI,6854060.0,-35.2727788695321,-59.7719327250509
4,Buenos aires,25 de Mayo,Lucas Monteverde,0,0,0,0,0,0,0,6,6,63,--,--,--,--,--,SI,--,--,--,6854050.0,-35.4838272164734,-59.9880647932831
5,Buenos aires,25 de Mayo,Ernestina,66,0,0,0,0,0,0,0,66,145,SI,--,--,--,--,--,SI,--,--,6854030.0,-35.2702340519789,-59.5575034078873
6,Buenos aires,25 de Mayo,Pedernales,568,0,0,0,0,0,0,7,575,1432,SI,--,--,SI,--,SI,SI,--,SI,6854070.0,-35.2666085074294,-59.6306574695384
7,Buenos aires,9 de Julio,12 de Octubre,0,0,0,0,0,0,0,19,19,219,--,--,--,--,--,SI,SI,--,--,6588030.0,-35.607730780146,-60.9182929927645
8,Buenos aires,9 de Julio,9 de Julio,4313,3354,82,6228,83,1,0,831,14892,36494,SI,SI,SI,SI,SI,SI,SI,SI,SI,6588100.0,-35.4447435053964,-60.8843433362719
9,Buenos aires,9 de Julio,Dudignac,0,0,1,0,0,0,0,463,464,2670,--,--,SI,--,--,SI,SI,SI,SI,6588040.0,-35.6511928511123,-60.7098962799094
10,Buenos aires,9 de Julio,Patricios,81,0,0,0,0,0,0,0,81,745,SI,--,--,--,--,SI,SI,SI,--,6588110.0,-35.4395526972374,-60.7174384712323
11,Buenos aires,Adolfo Alsina,Carhué,780,0,1,1417,1,0,0,283,2482,9660,SI,--,SI,SI,--,SI,SI,SI,SI,6007010.0,-37.1774801030509,-62.7578962604015
12,Buenos aires,Adolfo Alsina,Maza,0,0,0,390,0,2,0,14,406,1748,--,--,--,SI,SI,SI,SI,SI,SI,6007070.0,-36.7999468137731,-63.3385151506224
13,Buenos aires,Adolfo Alsina,Rivera,0,0,0,1202,0,0,0,0,1202,3217,--,--,--,SI,--,--,SI,--,SI,6007080.0,-37.1583546113813,-63.2442194943605
14,Buenos aires,Adolfo Alsina,Colonia San Miguel Arcángel,0,0,0,208,0,0,0,0,208,563,--,--,--,SI,--,--,SI,--,SI,6007020.0,-37.4486186469627,-63.117609405389
15,Buenos aires,Adolfo Alsina,Esteban Agustín Gascón,0,0,0,60,0,0,0,0,60,104,--,--,--,SI,--,--,SI,--,--,6007050.0,-37.4544378016288,-63.2565950033782
16,Buenos aires,Adolfo Gonzales Chaves,De la Garma,0,0,0,654,6,0,0,57,717,1625,--,--,--,SI,--,SI,SI,SI,SI,6014020.0,-37.9635021758562,-60.415659383962
17,Buenos aires,Adolfo Gonzales Chaves,Juan E. Barra,0,0,0,0,0,0,0,46,46,212,--,--,--,--,--,SI,SI,--,--,6014030.0,-37.8233871716044,-60.484639770555
18,Buenos aires,Adolfo Gonzales Chaves,Vásquez,0,0,0,0,0,0,0,14,14,43,--,--,--,--,--,SI,SI,SI,SI,6014040.0,-38.1766861391835,-60.1708487303777
19,Buenos aires,Alberti,Mechita,285,0,0,0,0,0,0,0,285,412,SI,--,--,--,--,--,--,SI,SI,6021030.0,-35.068013673391,-60.4025971632697
20,Buenos aires,Almirante Brown,Adrogué,214,9299,59,11440,2,1,0,26,21041,30271,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010.0,-34.8015580737331,-58.3914677191541
21,Buenos aires,Almirante Brown,Burzaco,142,16627,35,11333,40,2,0,310,28489,92223,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010.0,-34.8315415891783,-58.3986874871405
22,Buenos aires,Almirante Brown,Claypole,5,7652,3,4140,13,0,0,2,11815,44098,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,-34.8044759080477,-58.3447825531042
23,Buenos aires,Almirante Brown,Don Orione,0,5407,0,0,0,0,0,1,5408,46366,--,SI,--,--,--,SI,--,SI,SI,6028010.0,-34.8210751643113,-58.3447457989957
24,Buenos aires,Almirante Brown,Glew,55,8227,10,11652,12,0,0,54,20010,61985,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,-34.8860114180413,-58.3818301842512
25,Buenos aires,Almirante Brown,Jose Mármol,0,7432,1,1410,2,0,0,1,8846,43494,--,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,-34.7851442510713,-58.3681475603787
26,Buenos aires,Almirante Brown,Longchamps,30,9657,20,14739,24,0,0,1,24471,51001,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,-34.8609450255718,-58.3891476922426
27,Buenos aires,Almirante Brown,Malvinas Argentinas,2,5417,3,44,2,0,0,1,5469,25844,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,-34.8189583169642,-58.4235610606239
28,Buenos aires,Almirante Brown,Ministro Rivadavia,3,3474,4,4066,4,0,0,1,7552,17928,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,-34.8556895005541,-58.3616465427911
29,Buenos aires,Almirante Brown,Rafael Calzada,37,10549,15,9925,193,0,0,340,21059,60422,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,-34.7911367513318,-58.350598184222
30,Buenos aires,Almirante Brown,San Francisco Solano,26,4296,4,3253,131,0,0,2,7712,30355,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,-34.7866743578473,-58.3219363521574
31,Buenos aires,Almirante Brown,San Jose,3,9378,2,167,0,3,0,1,9554,48151,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010.0,-34.7673771924196,-58.3432771404358
32,Buenos aires,Arrecifes,Arrecifes,906,1153,12,4393,60,1,0,1878,8403,26400,SI,SI,SI,SI,SI,SI,SI,SI,SI,6077010.0,-34.064591121211,-60.1025564443537
33,Buenos aires,Arrecifes,Todd,0,0,0,304,0,0,0,0,304,732,--,--,--,SI,--,--,SI,SI,SI,6077020.0,-34.0328240475348,-60.1562270065746
34,Buenos aires,Arrecifes,Viña,50,60,0,0,0,0,0,0,110,464,SI,SI,--,--,--,--,--,SI,SI,6077030.0,-33.9922765156087,-60.2263211205477
35,Buenos aires,Avellaneda,Avellaneda,1486,8664,48,5897,68,5,0,80,16248,25325,SI,SI,SI,SI,SI,SI,SI,SI,SI,6035010.0,-34.6626508059016,-58.3656990232718
36,Buenos aires,Avellaneda,Crucesita,1,4887,0,2825,2,0,0,0,7715,22745,--,SI,--,SI,--,--,SI,SI,SI,6035010.0,-34.66910587351,-58.3574544412345
37,Buenos aires,Avellaneda,Dock Sud,11,675,0,2415,12,0,0,26,3139,37392,SI,SI,--,SI,--,SI,SI,SI,SI,6035010.0,-34.6491266928534,-58.3411774769137
38,Buenos aires,Avellaneda,Gerli,3,5975,0,4534,0,0,0,0,10512,32384,--,SI,--,SI,--,--,SI,SI,SI,6035010.0,-34.6847637540553,-58.3726025503412
39,Buenos aires,Avellaneda,Pineyro,9,5948,1,2403,0,0,0,0,8361,28102,--,SI,--,SI,--,--,SI,SI,SI,6035010.0,-34.6685497926645,-58.3886029123689
40,Buenos aires,Avellaneda,Sarandí,1935,9969,67,11897,4,3,0,1,23876,63281,SI,SI,SI,SI,SI,SI,SI,SI,SI,6035010.0,-34.6843716640855,-58.348101313379
41,Buenos aires,Avellaneda,Villa Domínico,16,8812,2,7111,11,0,0,626,16578,61273,SI,SI,--,SI,--,SI,SI,SI,SI,6035010.0,-34.6986315148924,-58.3363602646664
42,Buenos aires,Avellaneda,Wilde,2053,12456,66,13337,8,0,0,87,28007,68624,SI,SI,SI,SI,--,SI,SI,SI,SI,6035010.0,-34.7061588356333,-58.3218349208501
43,Buenos aires,Ayacucho,Ayacucho,2053,0,2,0,0,0,0,139,2194,17364,SI,--,SI,--,--,SI,SI,SI,SI,6042010.0,-37.1536695670417,-58.4895476662462
44,Buenos aires,Ayacucho,La Constancia,0,0,0,0,0,0,0,10,10,49,--,--,--,--,--,SI,--,--,--,6042020.0,-37.2286256057071,-58.7603890048806
45,Buenos aires,Ayacucho,Solanet,0,0,0,0,0,0,0,27,27,47,--,--,--,--,--,SI,--,--,SI,6042030.0,-36.8444984439739,-58.5071421689017
46,Buenos aires,Ayacucho,Udaquiola,0,0,0,0,0,1,0,46,47,91,--,--,--,--,SI,SI,--,--,--,6042040.0,-36.5637513540211,-58.5333344196536
47,Buenos aires,Azul,Azul,2424,13918,51,56,65,2,0,1145,17661,55728,SI,SI,SI,SI,SI,SI,SI,SI,SI,6049020.0,-36.7795144970313,-59.8586331707414
48,Buenos aires,Azul,Cacharí,0,0,2,0,0,0,0,521,523,2960,--,--,SI,--,--,SI,SI,SI,SI,6049030.0,-36.3805626332947,-59.5030645507265
49,Buenos aires,Azul,Chillar,0,0,0,0,0,1,0,565,566,3083,--,--,--,--,SI,SI,SI,SI,SI,6049040.0,-37.3150113247344,-59.9853181679139
50,Buenos aires,Bahía Blanca,Bahía Blanca,4690,103210,402,9967,493,14,0,2764,121540,291327,SI,SI,SI,SI,SI,SI,SI,SI,SI,6056010.0,-38.7114037284555,-62.2569089501864
51,Buenos aires,Bahía Blanca,Cabildo,0,193,4,6,5,0,0,153,361,2046,--,SI,SI,SI,--,SI,SI,SI,SI,6056020.0,-38.4838572081944,-61.8926015349487
52,Buenos aires,Bahía Blanca,Ingeniero White,0,0,0,1,0,8,0,0,9,0,--,--,--,SI,SI,--,--,SI,SI,6056020.0,-38.7794670416666,-62.262951248824
53,Buenos aires,Balcarce,Balcarce,1503,11090,38,37,47,0,0,883,13598,38376,SI,SI,SI,SI,--,SI,SI,SI,SI,6063010.0,-37.8482779294345,-58.2551665841248
54,Buenos aires,Balcarce,Los Pinos,0,0,0,0,9,0,0,30,39,337,--,--,--,--,--,SI,SI,--,--,6063020.0,-37.9412057603,-58.3225920150442
55,Buenos aires,Balcarce,Napaleofú,0,0,0,15,0,0,0,50,65,374,--,--,--,SI,--,SI,SI,SI,SI,6063030.0,-37.6254980210026,-58.7461862359423
56,Buenos aires,Balcarce,Ramos Otero,0,0,0,0,0,0,0,8,8,95,--,--,--,--,--,SI,--,--,SI,6063040.0,-37.5426353712017,-58.3407185507274
57,Buenos aires,Balcarce,San Agustín,0,0,0,0,3,0,0,72,75,498,--,--,--,--,--,SI,SI,--,--,6063050.0,-38.0122838564587,-58.355377761682
58,Buenos aires,Balcarce,Villa Laguna La Brava,0,0,0,0,0,0,0,42,42,115,--,--,--,--,--,SI,SI,SI,SI,6063060.0,-37.8596285282151,-57.9806008736401
59,Buenos aires,Baradero,Baradero,1726,6904,0,3,0,1,0,809,9443,28537,SI,SI,--,SI,SI,SI,SI,SI,SI,6070010.0,-33.8128781547156,-59.5043068852807
60,Buenos aires,Baradero,Irineo Portela,0,0,0,1,0,1,0,76,78,379,--,--,--,SI,SI,SI,SI,--,--,6070020.0,-33.9810489198561,-59.6715601606315
61,Buenos aires,Baradero,Santa Coloma,0,0,0,0,0,0,0,53,53,203,--,--,--,--,--,SI,--,--,SI,6070030.0,-34.062154134736,-59.5585420642846
62,Buenos aires,Benito Juárez,Barker,0,0,1,10,0,3,0,70,84,1241,--,--,SI,SI,SI,SI,SI,SI,SI,6084010.0,-37.6424111302365,-59.3889380312927
63,Buenos aires,Benito Juárez,López,0,0,0,4,0,0,0,12,16,138,--,--,--,SI,--,SI,--,--,--,6084030.0,-37.5545120854221,-59.6278461536299
64,Buenos aires,Berazategui,Berazategui,1620,17627,42,24204,57,6,0,49,43605,100855,SI,SI,SI,SI,SI,SI,SI,SI,SI,6091010.0,-34.7597493264937,-58.2019645234278
65,Buenos aires,Berazategui,Berazategui Oeste,16,74,0,15245,0,0,0,0,15335,87792,SI,SI,--,SI,--,--,SI,SI,SI,6091010.0,-34.7804201858899,-58.2415010261207
66,Buenos aires,Berazategui,Carlos Tomás Sourigues,17,1474,0,1622,0,0,0,0,3113,11695,SI,SI,--,SI,--,--,SI,SI,SI,6091010.0,-34.8021192214631,-58.2188212494897
67,Buenos aires,Berazategui,Centro Agrícola El Pato,2025,1456,0,0,0,0,0,16,3497,7847,SI,SI,--,SI,--,SI,SI,SI,SI,6091010.0,-34.9067557072114,-58.1966995021239
68,Buenos aires,Berazategui,Guillermo E. Hudson,130,6481,2,8996,3,0,0,0,15612,49458,SI,SI,SI,SI,--,--,SI,SI,SI,6091010.0,-34.7897594857633,-58.1439692638183
69,Buenos aires,Berazategui,Juan María Gutierrez,501,2228,4,3062,0,0,0,90,5885,14868,SI,SI,SI,SI,--,SI,SI,SI,SI,6091010.0,-34.8348420760566,-58.1819061125702
70,Buenos aires,Berazategui,Pereyra,9,242,1,310,0,0,0,0,562,1291,SI,SI,SI,SI,--,--,SI,--,SI,6091010.0,-34.8471945391094,-58.1392765205344
71,Buenos aires,Berazategui,Plátanos,0,1938,0,2199,1,0,0,0,4138,17961,--,SI,--,SI,--,--,SI,SI,SI,6091010.0,-34.7674201820877,-58.1652686003148
72,Buenos aires,Berazategui,Ranelagh,39,2949,13,7371,0,1,0,0,10373,17183,SI,SI,SI,SI,SI,--,SI,SI,SI,6091010.0,-34.7941468501172,-58.1989815634425
73,Buenos aires,Berazategui,Villa España,2,1220,0,2121,0,0,0,0,3343,15205,SI,SI,--,SI,--,--,SI,SI,SI,6091010.0,-34.776063416904,-58.2002532983623
74,Buenos aires,Berisso,Berisso,4198,12545,23,7189,29,0,0,368,24352,87698,SI,SI,SI,SI,--,SI,SI,SI,SI,6098010.0,-34.8746353679645,-57.8947472316799
75,Buenos aires,Berisso,Villa Nueva,0,0,0,132,0,0,0,250,382,0,--,--,--,SI,--,SI,--,SI,SI,6098010.0,-34.8957079362353,-57.9108816644737
76,Buenos aires,Berisso,Barrio El Carmen (Este),0,0,0,132,0,0,0,250,382,0,--,--,--,SI,--,SI,--,SI,SI,6098010.0,-34.9293102150655,-57.8853552505795
77,Buenos aires,Berisso,Villa Arguello,0,0,0,132,0,0,0,250,382,0,--,--,--,SI,--,SI,--,SI,SI,6098010.0,-34.9053981881099,-57.9180815078165
78,Buenos aires,Berisso,Villa Progreso,0,0,0,132,0,0,0,250,382,0,--,--,--,SI,--,SI,--,--,--,6098010.0,-34.9308766123633,-57.8468799885622
79,Buenos aires,Bolívar,Pirovano,0,0,0,0,50,0,0,45,95,1551,--,--,--,--,--,SI,SI,SI,--,6105050.0,-36.5109170215402,-61.5545516558692
80,Buenos aires,Bolívar,Urdampilleta,0,0,6,2,6,0,0,71,85,2643,--,--,SI,--,--,SI,SI,SI,SI,6105070.0,-36.4329292363695,-61.4191160192421
81,Buenos aires,Bolívar,Hale,10,0,0,0,0,0,0,0,10,211,SI,--,--,--,--,--,SI,--,--,6105010.0,-36.0010429767568,-60.8534495072374
82,Buenos aires,Bragado,Bragado,674,4141,10,127,0,0,0,212,5164,33222,SI,SI,SI,SI,--,SI,SI,SI,SI,6112010.0,-35.118942299763,-60.4879147568209
83,Buenos aires,Bragado,General O'Brien,321,0,0,83,0,0,0,36,440,2488,SI,--,--,SI,--,SI,SI,SI,SI,6112030.0,-34.9067979091956,-60.7597838238054
84,Buenos aires,Bragado,Irala,0,2,0,0,0,0,0,22,24,400,--,SI,--,--,--,SI,SI,--,SI,6112040.0,-34.7718230311122,-60.6916912010278
85,Buenos aires,Bragado,Mechita (Est. Mecha),10,8,0,0,0,0,0,8,26,1414,SI,SI,--,--,--,SI,--,--,--,6112070.0,-35.0699378566803,-60.4084937925362
86,Buenos aires,Bragado,Warnes,135,0,0,0,9,0,0,7,151,437,SI,--,--,--,--,SI,--,--,--,6112090.0,-34.9098734445057,-60.5381681629003
87,Buenos aires,Bragado,Comodoro Py,0,0,0,220,0,0,0,2,222,634,--,--,--,SI,--,SI,--,SI,SI,6112020.0,-35.3233100374631,-60.5217314911689
88,Buenos aires,Bragado,Olascoaga,0,0,0,0,0,0,0,40,40,127,--,--,--,--,--,SI,--,--,--,6112080.0,-35.2375277927366,-60.6115341696178
89,Buenos aires,Brandsen,Coronel Brandsen,1805,5,0,1534,2,0,0,1135,4481,19877,SI,--,--,SI,--,SI,SI,SI,SI,6119050.0,-35.1690983002919,-58.2373529446643
90,Buenos aires,Brandsen,Jeppener,676,0,0,2,0,0,0,0,678,2496,SI,--,--,SI,--,--,SI,SI,SI,6119070.0,-35.2802043920968,-58.1996649431989
91,Buenos aires,Campana,Campana,1981,17768,1,9777,18,5,0,43,29593,86860,SI,SI,SI,SI,SI,SI,SI,SI,SI,6126030.0,-34.1639618118269,-58.9588741035355
92,Buenos aires,Campana,Lomas del Río Luján (Est. Río Luján),0,50,0,0,0,0,0,0,50,261,--,SI,--,--,--,--,--,SI,SI,6126040.0,-34.2816770641806,-58.8911906524052
93,Buenos aires,Campana,Alto Los Cardales,0,0,0,106,0,0,0,41,147,1983,--,--,--,SI,--,SI,--,SI,SI,6126010.0,-34.3160243688815,-58.9784574815339
94,Buenos aires,Campana,Barrio Los Pioneros,0,0,0,0,0,0,0,40,40,1823,--,--,--,--,--,SI,--,SI,SI,6126020.0,-34.2530406367633,-58.9584400368589
95,Buenos aires,Cañuelas,Alejandro Petión,206,858,7,0,0,0,0,44,1115,2759,SI,SI,SI,--,--,SI,SI,SI,SI,6134010.0,-34.9793768508134,-58.6749430768989
96,Buenos aires,Cañuelas,Barrio El Taladro,0,0,0,200,0,0,0,0,200,155,--,--,--,SI,--,--,--,--,SI,6134020.0,-35.0742486164225,-58.8632420603475
97,Buenos aires,Cañuelas,Cañuelas,1228,5140,33,2260,0,1,0,526,9188,29974,SI,SI,SI,SI,SI,SI,SI,SI,SI,6134030.0,-35.0527140350539,-58.7583856965375
98,Buenos aires,Cañuelas,Máximo Paz,0,2744,0,3,0,0,0,270,3017,7165,--,SI,--,SI,--,SI,--,--,--,6134050.0,-34.9364563092157,-58.6143957995956
99,Buenos aires,Cañuelas,Santa Rosa,0,0,0,0,0,2,0,233,235,5297,--,--,--,--,SI,SI,--,SI,SI,6134060.0,-34.9611839371811,-58.7308918275978
100,Buenos aires,Cañuelas,Uribelarrea,60,0,0,686,0,0,0,141,887,1282,SI,--,--,SI,--,SI,SI,SI,SI,6134070.0,-35.1227364407356,-58.8904871463421
101,Buenos aires,Cañuelas,Vicente Casares,228,0,2,0,0,0,0,25,255,787,SI,--,SI,--,--,SI,SI,SI,SI,6134080.0,-34.9653526702416,-58.6504979594296
102,Buenos aires,Cañuelas,Barrio Belgrano-Máximo Paz,0,0,0,0,0,0,0,48,48,7165,--,--,--,--,--,SI,--,SI,SI,6134030.0,-34.9364563092157,-58.6143957995956
103,Buenos aires,Cañuelas,Gobernador Udaondo,0,0,0,0,0,0,0,20,20,330,--,--,--,SI,--,SI,--,--,SI,6134040.0,-35.3003271130454,-58.5943053657455
104,Buenos aires,Capitán Sarmiento,Capitán Sarmiento,180,3962,0,82,0,0,0,89,4313,13088,SI,SI,--,SI,--,SI,SI,SI,SI,6140010.0,-34.1723674255219,-59.789349139091
105,Buenos aires,Capitán Sarmiento,La Luisa,0,0,0,0,0,0,0,44,44,230,--,--,--,--,--,SI,--,--,--,6140020.0,-34.1285572110784,-59.9240058312679
106,Buenos aires,Carlos Casares,Cadret,0,0,0,0,1,0,0,48,49,214,--,--,--,--,--,SI,SI,--,--,6147020.0,-35.7727531397053,-61.3353879836968
107,Buenos aires,Carlos Casares,Carlos Casares,1425,11,8,1562,0,0,0,2461,5467,18347,SI,SI,SI,SI,--,SI,SI,SI,SI,6147030.0,-35.623543502046,-61.3653159121918
108,Buenos aires,Carlos Casares,La Sofía,0,0,0,0,0,0,0,1,1,12,--,--,--,--,--,SI,--,SI,SI,6147060.0,-35.7003907357414,-61.1702865161871
109,Buenos aires,Carlos Casares,Moctezuma,0,0,0,0,0,0,0,161,161,471,--,--,--,--,--,SI,SI,--,SI,6147080.0,-35.4774725641963,-61.4930734927677
110,Buenos aires,Carlos Casares,Santo Tomás,0,0,0,0,0,0,0,44,44,27,--,--,--,--,--,--,--,--,--,6147095.0,-35.6740915009624,-61.5066664301675
111,Buenos aires,Carlos Casares,Smith,0,0,0,0,0,0,0,190,190,465,--,--,--,--,--,SI,SI,--,--,6147100.0,-35.4946290260766,-61.5937811081594
112,Buenos aires,Carlos Casares,Mauricio Hirsch,0,0,0,0,0,0,0,47,47,76,--,--,--,--,--,SI,SI,--,--,6147070.0,-35.583017649873,-61.5244457086778
113,Buenos aires,Carlos Casares,Bellocq,0,0,1,0,0,0,0,0,1,542,--,--,SI,--,--,--,SI,--,--,6147010.0,-35.9189705554631,-61.5312630222769
114,Buenos aires,Carlos Tejedor,Carlos Tejedor,15,1226,1,68,0,0,0,506,1816,5178,SI,SI,SI,SI,--,SI,SI,SI,SI,6154010.0,-35.3925733302196,-62.4193023144118
115,Buenos aires,Carlos Tejedor,Colonia Seré,0,0,0,0,0,0,0,81,81,726,--,--,--,--,--,SI,SI,--,--,6154020.0,-35.4388157700903,-62.7252382146864
116,Buenos aires,Carlos Tejedor,Curarú,0,0,0,0,0,0,0,16,16,422,--,--,--,--,--,SI,SI,--,--,6154030.0,-35.6403503028113,-62.1924372294866
117,Buenos aires,Carlos Tejedor,Timote,0,0,0,0,0,0,0,61,61,526,--,--,--,--,--,SI,SI,--,--,6154040.0,-35.3477615165229,-62.2246532791856
118,Buenos aires,Carmen de Areco,Carmen de Areco,388,1715,5,0,1,0,0,905,3014,12775,SI,SI,SI,SI,--,SI,SI,SI,SI,6161010.0,-34.3776987251735,-59.8229019801033
119,Buenos aires,Carmen de Areco,Pueblo Gouin,0,0,0,0,0,0,0,31,31,122,--,--,--,--,--,SI,--,--,--,6161020.0,-34.4951191416005,-59.8029737383366
120,Buenos aires,Carmen de Areco,Tres Sargentos,0,0,0,0,0,0,0,107,107,391,--,--,--,--,--,SI,SI,--,SI,6161030.0,-34.4664778301466,-60.0008697422009
121,Buenos aires,Castelli,Castelli,67,1109,0,1121,0,2,0,28,2327,6859,SI,SI,--,SI,SI,SI,SI,SI,SI,6168010.0,-36.091694119436,-57.8071801619355
122,Buenos aires,Castelli,Centro Guerrero,0,0,0,46,0,0,0,3,49,114,--,--,--,SI,--,SI,--,--,--,6168020.0,-36.0570621940227,-57.8235422591576
123,Buenos aires,Chacabuco,Castilla,0,0,0,0,0,0,0,274,274,689,--,--,--,--,--,SI,SI,--,--,6210010.0,-34.6131247014799,-59.9005194580559
124,Buenos aires,Chacabuco,Chacabuco,925,9935,16,14,16,0,0,2,10908,38418,SI,SI,SI,SI,--,SI,SI,SI,SI,6210020.0,-34.6429843999409,-60.4701843504346
125,Buenos aires,Chacabuco,O'Higgins,260,0,0,220,0,0,0,12,492,1206,SI,--,--,SI,--,SI,SI,SI,SI,6210040.0,-34.5854707868254,-60.6986325840689
126,Buenos aires,Chacabuco,Rawson,59,0,0,383,0,0,0,134,576,2123,SI,--,--,SI,--,SI,SI,SI,SI,6210050.0,-34.6086374337309,-60.0677106761007
127,Buenos aires,Chascomús,Chascomús,2159,7571,85,1159,85,1,0,0,11060,33607,SI,SI,SI,SI,SI,--,SI,SI,SI,6217010.0,-35.5743009068199,-58.0005532563664
128,Buenos aires,Chascomús,Barrio San Cayetano,0,0,0,132,0,0,0,0,132,0,--,--,--,SI,--,--,--,SI,SI,6217020.0,-35.5466815668936,-58.0013258753826
129,Buenos aires,Chivilcoy,Chivilcoy,2628,9055,119,976,119,1,0,3172,16070,58152,SI,SI,SI,SI,SI,SI,SI,SI,SI,6224010.0,-34.8980163772726,-60.0188841030321
130,Buenos aires,Chivilcoy,La Rica,39,0,0,0,0,0,0,97,136,118,SI,--,--,--,--,SI,SI,--,--,6224040.0,-34.9739189538858,-59.8639302070489
131,Buenos aires,Chivilcoy,Moquehuá,0,338,0,546,0,0,0,29,913,2130,--,SI,--,SI,--,SI,SI,--,SI,6224050.0,-35.0926582854313,-59.7745302971612
132,Buenos aires,Chivilcoy,Ramón Biaus,3,0,0,0,0,0,0,47,50,179,SI,--,--,--,--,SI,SI,--,--,6224060.0,-35.0858455213162,-59.9236682591744
133,Buenos aires,Chivilcoy,San Sebastián,3,0,0,0,0,0,0,49,52,166,SI,--,--,--,--,SI,SI,--,--,6224070.0,-34.9443783815263,-59.7018597369347
134,Buenos aires,Chivilcoy,Gorostiaga,55,0,0,0,0,0,0,2,57,324,SI,--,--,--,--,SI,--,--,--,6224030.0,-34.839127302807,-59.8646671984292
135,Buenos aires,Colón,Colón,4143,1609,0,1794,0,0,0,20,7566,23206,SI,SI,--,SI,--,SI,SI,SI,SI,6175010.0,-33.8978633606345,-61.099560506382
136,Buenos aires,Colón,Sarasa,0,0,0,0,0,0,0,14,14,71,--,--,--,--,--,SI,--,--,--,6175040.0,-34.0523353092344,-61.2019040914739
137,Buenos aires,Coronel de Marina L. Rosales,Balneario Pehuen Co,0,0,0,0,0,1,0,0,1,681,--,--,--,--,SI,--,SI,SI,SI,6182020.0,-38.9961963948629,-61.5471990087107
138,Buenos aires,Coronel de Marina L. Rosales,Pago Chico,0,0,0,0,0,0,0,42,42,327,--,--,--,--,--,SI,--,SI,SI,6182025.0,-38.7839402799391,-62.1195194756714
139,Buenos aires,Coronel de Marina L. Rosales,Bajo Hondo,0,0,0,30,0,0,0,53,83,164,--,--,--,SI,--,SI,SI,SI,SI,6182010.0,-38.7647705078125,-61.9209671020508
140,Buenos aires,Coronel Dorrego,Coronel Dorrego,228,1170,3,1,0,0,0,32,1434,11510,SI,SI,SI,SI,--,SI,SI,SI,SI,6189030.0,-38.7166239148323,-61.2884948879698
141,Buenos aires,Coronel Dorrego,Oriente,0,0,0,586,0,0,0,48,634,1778,--,--,--,SI,--,SI,SI,--,SI,6189070.0,-38.7388491145692,-60.6092238150829
142,Buenos aires,Coronel Dorrego,Balneario Marisol,0,0,0,342,0,0,0,0,342,158,--,--,--,SI,--,--,SI,--,--,6189020.0,-38.9224906889726,-60.5329774471942
143,Buenos aires,Coronel Pringles,Indio Rico,0,0,1,24,0,0,0,3,28,1054,--,--,SI,SI,--,SI,SI,SI,SI,6196040.0,-38.3293770967784,-60.8866340266383
144,Buenos aires,Coronel Suárez,Coronel Suárez,817,2429,88,1609,88,0,0,785,5816,23621,SI,SI,SI,SI,--,SI,SI,SI,SI,6203020.0,-37.4596224938744,-61.9317530113989
145,Buenos aires,Coronel Suárez,Huanguelén,0,0,1,1526,0,0,0,546,2073,5020,--,--,SI,SI,--,SI,SI,SI,SI,6203050.0,-37.0622288209544,-61.9297529087938
146,Buenos aires,Coronel Suárez,Pasman,0,0,0,0,0,0,0,52,52,165,--,--,--,--,--,SI,--,--,--,6203060.0,-37.2234351404125,-62.1602259170472
147,Buenos aires,Coronel Suárez,San José,0,50,0,795,0,0,0,0,845,2234,--,SI,--,SI,--,--,SI,--,SI,6203070.0,-37.5077480260109,-61.9211473085303
148,Buenos aires,Coronel Suárez,Santa María,0,17,0,515,0,0,0,0,532,1832,--,SI,--,SI,--,--,SI,--,SI,6203080.0,-37.5565856774998,-61.872634363442
